"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,         897,      -6.767458282,      -4.443704531,       -5.57510134,      -2.474204948,      -4.753082985,       1.663276535
          0,           0,         898,      -6.767696809,      -4.443966792,      -5.575264625,       -2.47457074,      -4.753437614,       1.662955897
          0,           0,         899,      -6.767935024,      -4.444228902,      -5.575426562,      -2.474938194,       -4.75379153,       1.662634128
          0,           0,         900,      -6.768173018,      -4.444490743,      -5.575586289,      -2.475320699,      -4.754144744,       1.662308844
          0,           0,         901,      -6.768411042,      -4.444752384,      -5.575755159,      -2.475682908,      -4.754497238,       1.661980294
          0,           0,         902,      -6.768648766,      -4.445013762,      -5.575919147,      -2.476046681,      -4.754849977,       1.661650992
          0,           0,         903,      -6.768886164,      -4.445274942,      -5.576083877,      -2.476410747,      -4.755202559,        1.66131959
          0,           0,         904,      -6.769123379,      -4.445535927,      -5.576251023,      -2.476769238,      -4.755554426,        1.66098798
          0,           0,         905,      -6.769360344,      -4.445796763,      -5.576417423,      -2.477128642,      -4.755905578,       1.660657978
          0,           0,         906,      -6.769597039,      -4.446057535,      -5.576582692,      -2.477490185,       -4.75625602,       1.660328229
          0,           0,         907,      -6.769833609,      -4.446318264,       -5.57674571,      -2.477873372,      -4.756605755,       1.659994434
          0,           0,         908,      -6.770070357,      -4.446578803,      -5.576919842,      -2.478239048,      -4.756954798,       1.659658281
          0,           0,         909,      -6.770307006,      -4.446839144,      -5.577095082,      -2.478595449,      -4.757303136,       1.659322428
          0,           0,         910,       -6.77054333,      -4.447099355,      -5.577265793,      -2.478947492,      -4.757650776,       1.658980905
          0,           0,         911,        -6.7707794,      -4.447359426,      -5.577429665,      -2.479309767,      -4.757997713,       1.658638098
          0,           0,         912,      -6.771015288,      -4.447619389,      -5.577594991,        -2.4796773,      -4.758343954,        1.65829953
          0,           0,         913,      -6.771251066,      -4.447879229,      -5.577763956,      -2.480045362,      -4.758689494,       1.657962407
          0,           0,         914,      -6.771486782,      -4.448139152,      -5.577934511,      -2.480412997,      -4.759034343,       1.657618414
          0,           0,         915,      -6.771722734,       -4.44839889,      -5.578103866,       -2.48077418,      -4.759378492,       1.657272527
          0,           0,         916,      -6.771958542,      -4.448658436,      -5.578273018,      -2.481139119,      -4.759721957,        1.65693615
          0,           0,         917,      -6.772194047,      -4.448917775,      -5.578445872,      -2.481504188,      -4.760064735,       1.656599154
          0,           0,         918,      -6.772429227,      -4.449176904,      -5.578620441,      -2.481868506,      -4.760406822,       1.656260318
          0,           0,         919,      -6.772664139,      -4.449435812,      -5.578794722,      -2.482230641,      -4.760748213,       1.655922732
          0,           0,         920,      -6.772898805,       -4.44969445,      -5.578967663,      -2.482593078,      -4.761088922,       1.655585046
          0,           0,         921,      -6.773133379,      -4.449952901,      -5.579140097,      -2.482947786,      -4.761428925,       1.655246872
          0,           0,         922,      -6.773367831,      -4.450211332,      -5.579310424,      -2.483330102,       -4.76176825,       1.654908116
          0,           0,         923,      -6.773602459,      -4.450469312,      -5.579487408,      -2.483700364,      -4.762106895,       1.654565725
          0,           0,         924,       -6.77383702,      -4.450727073,      -5.579673393,      -2.484054816,      -4.762444864,       1.654224933
          0,           0,         925,      -6.774071109,      -4.450984941,      -5.579854654,       -2.48441556,      -4.762782167,       1.653880839
          0,           0,         926,      -6.774305082,      -4.451242625,      -5.580027095,      -2.484771113,      -4.763118797,       1.653535933
          0,           0,         927,      -6.774538793,      -4.451500153,      -5.580198984,      -2.485133399,      -4.763454748,       1.653200476
          0,           0,         928,       -6.77477223,      -4.451757482,      -5.580374771,      -2.485495765,      -4.763790031,       1.652866625
          0,           0,         929,      -6.775005438,      -4.452014627,      -5.580552776,      -2.485853708,      -4.764124623,       1.652532195
          0,           0,         930,      -6.775238407,        -4.4522716,       -5.58072987,      -2.486212124,      -4.764458537,       1.652200209
          0,           0,         931,      -6.775471138,      -4.452528453,      -5.580907087,      -2.486572036,      -4.764791776,       1.651869613
          0,           0,         932,      -6.775703717,      -4.452785103,      -5.581082878,       -2.48692898,       -4.76512429,       1.651536236
          0,           0,         933,      -6.775936388,      -4.453041619,      -5.581258661,      -2.487286115,      -4.765456111,        1.65120041
          0,           0,         934,      -6.776169172,      -4.453298262,      -5.581437142,      -2.487642464,      -4.765787234,       1.650861056
          0,           0,         935,      -6.776402147,      -4.453554653,      -5.581610221,      -2.488005409,      -4.766117671,       1.650518254
          0,           0,         936,      -6.776635108,      -4.453810997,      -5.581793429,      -2.488371597,      -4.766447429,       1.650173839
          0,           0,         937,      -6.776868012,      -4.454067167,      -5.581979222,      -2.488746991,      -4.766776502,        1.64982437
          0,           0,         938,      -6.777100878,      -4.454323194,      -5.582172397,      -2.489109316,      -4.767104879,       1.649476192
          0,           0,         939,      -6.777333605,      -4.454579139,      -5.582361926,      -2.489469513,      -4.767432575,       1.649131537
          0,           0,         940,      -6.777566236,      -4.454835033,      -5.582547866,       -2.48983462,      -4.767759562,       1.648787996
          0,           0,         941,      -6.777798891,      -4.455090857,      -5.582734479,      -2.490202866,      -4.768085866,        1.64844407
          0,           0,         942,      -6.778031643,      -4.455346431,      -5.582925055,      -2.490568077,      -4.768411466,       1.648101685
          0,           0,         943,      -6.778264324,        -4.4556019,      -5.583119301,      -2.490926587,       -4.76873639,       1.647760201
          0,           0,         944,      -6.778496919,      -4.455857281,      -5.583309878,      -2.491287045,      -4.769060653,       1.647416304
          0,           0,         945,       -6.77872944,      -4.456112453,      -5.583497826,      -2.491646676,      -4.769384255,       1.647073858
          0,           0,         946,      -6.778961801,      -4.456367428,      -5.583686808,       -2.49200624,      -4.769707186,       1.646734037
          0,           0,         947,      -6.779193857,       -4.45662224,      -5.583878464,      -2.492366603,      -4.770029437,       1.646395755
          0,           0,         948,      -6.779425585,      -4.456876929,      -5.584071436,      -2.492726561,      -4.770350999,       1.646057285
          0,           0,         949,       -6.77965711,      -4.457131502,       -5.58426409,      -2.493087175,       -4.77067187,       1.645719285
          0,           0,         950,      -6.779888581,      -4.457385927,        -5.5844566,      -2.493447761,      -4.770992062,       1.645383005
          0,           0,         951,      -6.780120024,      -4.457640173,      -5.584649195,      -2.493805749,        -4.7713116,       1.645048848
          0,           0,         952,      -6.780351321,      -4.457894229,      -5.584841889,      -2.494161303,       -4.77163048,       1.644716172
          0,           0,         953,      -6.780582349,      -4.458148103,      -5.585034801,       -2.49451607,       -4.77194871,       1.644384306
          0,           0,         954,      -6.780813071,      -4.458401776,      -5.585227664,      -2.494870621,      -4.772266299,       1.644052826
          0,           0,         955,      -6.781043537,      -4.458655331,      -5.585419855,      -2.495225562,      -4.772583247,       1.643720947
          0,           0,         956,       -6.78127385,      -4.458908702,      -5.585610054,      -2.495579661,      -4.772899553,       1.643388779
          0,           0,         957,      -6.781504017,      -4.459161908,      -5.585800581,      -2.495936404,      -4.773215204,       1.643057514
          0,           0,         958,      -6.781733999,      -4.459414934,      -5.585992387,      -2.496293009,      -4.773530211,       1.642726424
          0,           0,         959,      -6.781963794,      -4.459667765,      -5.586184754,      -2.496647019,      -4.773844589,       1.642393587
          0,           0,         960,      -6.782193385,      -4.459920442,      -5.586377138,      -2.497001453,      -4.774158328,       1.642059492
          0,           0,         961,      -6.782422774,       -4.46017294,       -5.58656924,      -2.497355895,      -4.774471444,       1.641726492
          0,           0,         962,      -6.782651999,      -4.460425268,      -5.586761248,      -2.497710051,      -4.774783927,       1.641395338
          0,           0,         963,       -6.78288106,      -4.460677484,      -5.586952958,      -2.498065441,      -4.775095773,       1.641065416
          0,           0,         964,      -6.783110043,      -4.460929525,      -5.587144709,       -2.49841981,       -4.77540698,       1.640735819
          0,           0,         965,      -6.783338962,      -4.461181381,      -5.587336209,      -2.498772813,      -4.775717566,       1.640406563
          0,           0,         966,      -6.783567725,      -4.461433072,       -5.58752759,      -2.499126023,      -4.776027538,       1.640078125
          0,           0,         967,      -6.783796277,      -4.461684597,      -5.587718767,      -2.499480647,      -4.776336876,       1.639750683
          0,           0,         968,      -6.784024674,      -4.461935964,      -5.587909722,       -2.49983505,      -4.776645568,       1.639423774
          0,           0,         969,      -6.784252986,      -4.462187258,      -5.588100434,      -2.500189319,      -4.776953657,       1.639096783
          0,           0,         970,      -6.784481297,      -4.462438325,      -5.588290923,      -2.500541187,      -4.777261136,       1.638769398
          0,           0,         971,      -6.784709472,      -4.462689233,      -5.588481403,      -2.500892645,      -4.777568006,       1.638441442
          0,           0,         972,       -6.78493747,      -4.462939934,      -5.588671927,      -2.501242464,      -4.777874261,       1.638112402
          0,           0,         973,      -6.785165264,      -4.463190452,      -5.588862307,      -2.501592681,      -4.778179914,       1.637782423
          0,           0,         974,      -6.785392857,      -4.463440783,      -5.589052786,      -2.501943617,      -4.778484979,       1.637452774
          0,           0,         975,      -6.785620244,      -4.463690968,      -5.589243226,      -2.502295816,      -4.778789438,       1.637123926
          0,           0,         976,      -6.785847454,      -4.463940914,      -5.589433486,      -2.502642387,      -4.779093225,       1.636795375
          0,           0,         977,      -6.786074355,      -4.464190688,      -5.589623787,      -2.502989713,      -4.779396405,       1.636466745
          0,           0,         978,      -6.786300913,      -4.464440291,       -5.58981387,      -2.503337471,       -4.77969894,       1.636138141
          0,           0,         979,       -6.78652719,      -4.464689724,      -5.590003791,      -2.503685777,      -4.780000858,       1.635809834
          0,           0,         980,      -6.786753308,      -4.464939039,      -5.590193307,      -2.504036715,       -4.78030213,       1.635482202
          0,           0,         981,      -6.786979399,      -4.465188189,      -5.590382766,      -2.504386581,      -4.780602788,       1.635155436
          0,           0,         982,      -6.787205477,      -4.465437138,        -5.5905721,       -2.50473229,      -4.780902817,       1.634829705
          0,           0,         983,      -6.787431304,      -4.465685875,      -5.590760833,       -2.50507621,      -4.781202224,       1.634504984
          0,           0,         984,      -6.787656776,      -4.465934473,      -5.590949042,      -2.505423105,      -4.781501009,       1.634181153
          0,           0,         985,      -6.787881987,      -4.466182854,      -5.591136869,      -2.505768141,      -4.781799168,       1.633858039
          0,           0,         986,      -6.788106995,       -4.46643109,       -5.59132453,      -2.506114092,      -4.782096716,       1.633535523
          0,           0,         987,      -6.788331848,      -4.466679134,      -5.591511768,      -2.506458064,      -4.782393636,       1.633213677
          0,           0,         988,       -6.78855652,      -4.466927058,      -5.591698454,      -2.506803861,       -4.78268995,       1.632892486
          0,           0,         989,      -6.788781062,      -4.467174847,      -5.591884404,      -2.507149793,      -4.782985666,       1.632571899
          0,           0,         990,      -6.789005537,       -4.46742248,      -5.592070519,      -2.507496489,      -4.783280808,       1.632251731
          0,           0,         991,       -6.78922995,       -4.46766996,      -5.592257144,       -2.50784361,      -4.783575356,        1.63193164
          0,           0,         992,      -6.789454274,      -4.467917278,      -5.592444641,      -2.508189392,      -4.783869301,       1.631611574
          0,           0,         993,      -6.789678483,       -4.46816445,      -5.592631064,      -2.508535161,      -4.784162671,       1.631291851
          0,           0,         994,      -6.789902561,      -4.468411432,      -5.592815877,      -2.508880596,      -4.784455453,       1.630971998
          0,           0,         995,      -6.790126517,      -4.468658276,      -5.592999613,      -2.509224064,      -4.784747649,       1.630651495
          0,           0,         996,      -6.790350382,       -4.46890502,      -5.593182844,      -2.509569542,      -4.785039223,       1.630330513
          0,           0,         997,      -6.790574282,      -4.469151612,      -5.593366483,       -2.50991468,      -4.785330217,       1.630009925
          0,           0,         998,        -6.7907982,      -4.469398065,      -5.593550618,        -2.5102596,      -4.785620649,        1.62969064
          0,           0,         999,       -6.79102203,      -4.469644371,      -5.593734787,      -2.510604045,      -4.785910513,       1.629372848
          0,           0,        1000,      -6.791245725,      -4.469890509,      -5.593918671,      -2.510948481,      -4.786199815,       1.629056063
          0,           0,        1001,      -6.791469217,      -4.470136509,      -5.594102251,      -2.511293656,      -4.786488548,         1.6287395
          0,           0,        1002,       -6.79169259,      -4.470382357,      -5.594285087,      -2.511637723,      -4.786776698,       1.628422475
          0,           0,        1003,      -6.791915929,      -4.470628029,      -5.594467303,      -2.511980993,      -4.787064288,       1.628104669
          0,           0,        1004,      -6.792139183,      -4.470873559,      -5.594650191,      -2.512323907,      -4.787351314,       1.627786873
          0,           0,        1005,       -6.79236231,      -4.471118949,      -5.594833234,      -2.512667363,      -4.787637792,        1.62746956
          0,           0,        1006,      -6.792585338,      -4.471364181,      -5.595015597,      -2.513010673,       -4.78792373,       1.627152166
          0,           0,        1007,      -6.792808272,      -4.471609261,      -5.595197455,      -2.513353922,      -4.788209123,       1.626835331
          0,           0,        1008,      -6.793031102,      -4.471854198,      -5.595379133,       -2.51369763,      -4.788493971,        1.62651982
          0,           0,        1009,      -6.793253875,      -4.472098995,      -5.595560277,      -2.514041348,      -4.788778279,       1.626205026
          0,           0,        1010,       -6.79347664,      -4.472343655,      -5.595740755,      -2.514384367,      -4.789062051,       1.625890308
          0,           0,        1011,      -6.793699335,       -4.47258816,      -5.595921346,      -2.514726939,      -4.789345294,       1.625575596
          0,           0,        1012,      -6.793921897,      -4.472832512,      -5.596102165,      -2.515070449,      -4.789627986,       1.625260406
          0,           0,        1013,      -6.794144292,       -4.47307669,      -5.596282973,      -2.515410977,      -4.789910126,        1.62494489
          0,           0,        1014,      -6.794366471,      -4.473320708,      -5.596463591,      -2.515752329,      -4.790191746,       1.624629954
          0,           0,        1015,      -6.794588476,      -4.473564587,      -5.596644351,      -2.516095011,      -4.790472851,       1.624315232
          0,           0,        1016,      -6.794810388,      -4.473808314,      -5.596825167,      -2.516437478,      -4.790753433,       1.624000534
          0,           0,        1017,      -6.795032206,      -4.474051841,      -5.597005689,      -2.516780244,      -4.791033496,       1.623685933
          0,           0,        1018,      -6.795253888,      -4.474295218,       -5.59718603,      -2.517122236,      -4.791313053,       1.623371475
          0,           0,        1019,      -6.795475434,      -4.474538433,      -5.597365686,      -2.517462961,      -4.791592088,       1.623057258
          0,           0,        1020,      -6.795696807,      -4.474781513,      -5.597544588,      -2.517804189,      -4.791870607,       1.622743449
          0,           0,        1021,      -6.795918049,      -4.475024453,      -5.597723102,      -2.518146125,      -4.792148611,       1.622430219
          0,           0,        1022,      -6.796139222,      -4.475267248,      -5.597901509,      -2.518487895,      -4.792426115,       1.622117682
          0,           0,        1023,      -6.796360304,      -4.475509899,      -5.598080179,      -2.518829179,      -4.792703116,        1.62180561
          0,           0,        1024,      -6.796581265,      -4.475752369,      -5.598259074,      -2.519167018,      -4.792979566,       1.621493736
          0,           0,        1025,      -6.796802025,      -4.475994669,      -5.598437237,      -2.519504689,      -4.793255482,       1.621181889
          0,           0,        1026,      -6.797022559,      -4.476236769,      -5.598614578,      -2.519843246,      -4.793530872,       1.620870087
          0,           0,        1027,      -6.797242893,       -4.47647871,      -5.598791664,      -2.520181463,      -4.793805742,       1.620558373
          0,           0,        1028,      -6.797463075,      -4.476720508,      -5.598968593,      -2.520519646,      -4.794080101,       1.620246777
          0,           0,        1029,      -6.797683113,      -4.476962184,      -5.599145338,      -2.520859422,      -4.794353946,       1.619935333
          0,           0,        1030,      -6.797903075,      -4.477203734,       -5.59932185,      -2.521199705,      -4.794627286,        1.61962419
          0,           0,        1031,      -6.798123045,      -4.477445209,      -5.599498324,      -2.521538753,      -4.794900077,       1.619313096
          0,           0,        1032,      -6.798343035,      -4.477686549,      -5.599675049,      -2.521876864,      -4.795172335,       1.619001787
          0,           0,        1033,         -6.798563,      -4.477927736,       -5.59985155,      -2.522215193,      -4.795444097,       1.618690847
          0,           0,        1034,      -6.798782884,      -4.478168749,      -5.600027858,      -2.522551321,      -4.795715327,       1.618380444
          0,           0,        1035,      -6.799002562,      -4.478409647,      -5.600203688,        -2.5228892,      -4.795986065,       1.618069874
          0,           0,        1036,      -6.799222118,      -4.478650392,      -5.600377577,      -2.523226314,      -4.796256286,       1.617759239
          0,           0,        1037,      -6.799441571,      -4.478890982,       -5.60055133,       -2.52356491,      -4.796526017,       1.617449444
          0,           0,        1038,      -6.799660946,       -4.47913141,      -5.600726072,      -2.523904394,      -4.796795262,       1.617140194
          0,           0,        1039,      -6.799880266,      -4.479371698,      -5.600901646,      -2.524243789,      -4.797064031,       1.616831038
          0,           0,        1040,      -6.800099553,      -4.479611839,      -5.601077376,      -2.524582756,      -4.797332334,       1.616521857
          0,           0,        1041,      -6.800318827,       -4.47985184,      -5.601252883,       -2.52492087,       -4.79760016,       1.616212902
          0,           0,        1042,      -6.800538057,      -4.480091691,      -5.601428073,      -2.525258444,      -4.797867501,       1.615904417
          0,           0,        1043,      -6.800757193,      -4.480331372,        -5.6016031,       -2.52559302,      -4.798134315,        1.61559611
          0,           0,        1044,      -6.800976122,      -4.480570929,      -5.601777758,      -2.525929947,      -4.798400667,       1.615287908
          0,           0,        1045,        -6.8011949,      -4.480810346,      -5.601952111,      -2.526268736,      -4.798666564,        1.61498048
          0,           0,        1046,      -6.801413632,      -4.481049606,      -5.602126377,       -2.52660752,      -4.798931996,       1.614673965
          0,           0,        1047,      -6.801632337,      -4.481288712,      -5.602300706,      -2.526945914,      -4.799196982,       1.614368039
          0,           0,        1048,      -6.801850997,       -4.48152766,      -5.602474815,      -2.527283677,      -4.799461514,       1.614062519
          0,           0,        1049,      -6.802069584,      -4.481766458,      -5.602648555,      -2.527621447,      -4.799725604,       1.613757292
          0,           0,        1050,        -6.8022881,      -4.482005085,      -5.602821975,      -2.527959414,      -4.799989244,        1.61345218
          0,           0,        1051,      -6.802506565,      -4.482243508,      -5.602995158,       -2.52829587,      -4.800252436,       1.613146583
          0,           0,        1052,      -6.802724921,      -4.482481791,      -5.603168222,      -2.528630272,      -4.800515199,       1.612840352
          0,           0,        1053,      -6.802943152,      -4.482719928,      -5.603340498,      -2.528966224,      -4.800777524,       1.612534439
          0,           0,        1054,      -6.803161281,      -4.482957932,      -5.603512596,      -2.529303656,      -4.801039414,         1.6122287
          0,           0,        1055,      -6.803379337,       -4.48319586,      -5.603684723,      -2.529641498,       -4.80130087,       1.611922725
          0,           0,        1056,      -6.803597397,      -4.483433654,      -5.603856833,        -2.5299791,      -4.801561905,       1.611616954
          0,           0,        1057,      -6.803815445,      -4.483671399,      -5.604028841,      -2.530320957,      -4.801824532,       1.611312149
          0,           0,        1058,      -6.804033526,      -4.483909079,      -5.604200266,      -2.530661981,      -4.802087494,       1.611007833
          0,           0,        1059,      -6.804251693,      -4.484146588,      -5.604370459,      -2.530998893,      -4.802349977,       1.610701213
          0,           0,        1060,      -6.804469874,      -4.484383969,      -5.604542036,      -2.531334951,      -4.802611964,       1.610392881
          0,           0,        1061,      -6.804687988,      -4.484621189,      -5.604713981,      -2.531668856,      -4.802873472,       1.610084793
          0,           0,        1062,      -6.804905944,      -4.484858261,      -5.604885127,      -2.532004129,      -4.803134532,       1.609778098
          0,           0,        1063,      -6.805123729,      -4.485095194,      -5.605055631,       -2.53234082,      -4.803395155,       1.609472888
          0,           0,        1064,       -6.80534142,      -4.485331966,      -5.605225901,      -2.532676949,      -4.803655334,       1.609168468
          0,           0,        1065,      -6.805559022,      -4.485568584,      -5.605396148,       -2.53301259,      -4.803915093,       1.608864234
          0,           0,        1066,      -6.805776503,      -4.485805049,      -5.605566479,      -2.533348132,      -4.804174418,       1.608559987
          0,           0,        1067,      -6.805993867,       -4.48604135,      -5.605736666,      -2.533682857,      -4.804433327,       1.608255972
          0,           0,        1068,      -6.806211101,      -4.486277498,      -5.605906691,      -2.534017952,       -4.80469182,       1.607952467
          0,           0,        1069,      -6.806428182,      -4.486513508,      -5.606076636,      -2.534353666,      -4.804949894,       1.607649499
          0,           0,        1070,      -6.806645158,      -4.486749421,      -5.606246364,      -2.534690617,      -4.805207559,       1.607347064
          0,           0,        1071,      -6.806862122,      -4.486985187,      -5.606416079,      -2.535026444,      -4.805464825,         1.6070452
          0,           0,        1072,      -6.807079055,      -4.487220822,      -5.606585508,      -2.535362569,      -4.805721696,       1.606743734
          0,           0,        1073,      -6.807295969,      -4.487456315,      -5.606754506,      -2.535698058,      -4.805978166,       1.606442487
          0,           0,        1074,      -6.807512845,      -4.487691667,      -5.606923068,      -2.536034106,      -4.806234219,       1.606141488
          0,           0,        1075,      -6.807729665,      -4.487926911,      -5.607091447,      -2.536372867,      -4.806489831,       1.605840456
          0,           0,        1076,       -6.80794654,      -4.488162029,       -5.60725969,      -2.536710596,      -4.806745026,       1.605539298
          0,           0,        1077,      -6.808163489,      -4.488396976,       -5.60742743,      -2.537045211,      -4.806999792,       1.605238197
          0,           0,        1078,      -6.808380358,      -4.488631807,      -5.607594571,      -2.537381823,       -4.80725413,        1.60493717
          0,           0,        1079,      -6.808597177,      -4.488866496,      -5.607761572,      -2.537717768,      -4.807508066,       1.604636573
          0,           0,        1080,       -6.80881396,      -4.489101051,      -5.607928286,      -2.538053483,      -4.807761612,       1.604336903
          0,           0,        1081,      -6.809030699,      -4.489335469,      -5.608094818,      -2.538388535,      -4.808014767,       1.604038051
          0,           0,        1082,       -6.80924737,      -4.489569733,      -5.608261088,      -2.538723084,      -4.808267501,       1.603739633
          0,           0,        1083,      -6.809463936,      -4.489803933,      -5.608427476,      -2.539061514,      -4.808519807,       1.603440703
          0,           0,        1084,      -6.809680502,      -4.490037996,      -5.608594189,      -2.539397971,      -4.808771716,       1.603141211
          0,           0,        1085,      -6.809897059,      -4.490271905,       -5.60876056,      -2.539732242,       -4.80902325,       1.602842068
          0,           0,        1086,      -6.810113537,      -4.490505673,      -5.608926649,      -2.540066372,      -4.809274401,       1.602542899
          0,           0,        1087,      -6.810329902,      -4.490739325,      -5.609092326,      -2.540402242,      -4.809525164,        1.60224339
          0,           0,        1088,      -6.810546242,      -4.490972821,      -5.609257676,      -2.540737732,      -4.809775537,       1.601943649
          0,           0,        1089,      -6.810762581,      -4.491206161,      -5.609422762,      -2.541071226,      -4.810025532,       1.601644226
          0,           0,        1090,      -6.810978835,      -4.491439372,      -5.609587505,      -2.541404732,      -4.810275164,       1.601345629
          0,           0,        1091,      -6.811194999,      -4.491672434,      -5.609751897,      -2.541737563,      -4.810524422,       1.601047798
          0,           0,        1092,      -6.811411046,      -4.491905337,      -5.609916076,      -2.542069108,      -4.810773318,       1.600750508
          0,           0,        1093,      -6.811626916,      -4.492138098,      -5.610079942,      -2.542401478,       -4.81102187,       1.600454002
          0,           0,        1094,      -6.811842632,      -4.492370709,      -5.610243701,      -2.542734349,      -4.811270066,       1.600158339
          0,           0,        1095,      -6.812058234,      -4.492603193,      -5.610407298,      -2.543068609,      -4.811517896,       1.599863043
          0,           0,        1096,      -6.812273801,      -4.492835535,      -5.610570677,      -2.543401842,      -4.811765394,       1.599567783
          0,           0,        1097,      -6.812489333,      -4.493067731,      -5.610733652,      -2.543734533,      -4.812012564,       1.599272719
          0,           0,        1098,      -6.812704789,      -4.493299762,      -5.610896385,      -2.544066347,      -4.812259396,       1.598977965
          0,           0,        1099,      -6.812920109,      -4.493531621,      -5.611058987,      -2.544396668,      -4.812505909,       1.598683521
          0,           0,        1100,      -6.813135227,      -4.493763321,      -5.611221172,      -2.544726596,        -4.8127521,       1.598389193
          0,           0,        1101,      -6.813350131,      -4.493994926,      -5.611382618,      -2.545056722,      -4.812997982,       1.598094716
          0,           0,        1102,      -6.813564927,      -4.494226319,       -5.61154296,      -2.545386359,      -4.813243544,       1.597799932
          0,           0,        1103,      -6.813779638,      -4.494457584,      -5.611703189,      -2.545717292,       -4.81348879,       1.597504658
          0,           0,        1104,      -6.813994304,      -4.494688729,      -5.611862216,      -2.546047521,      -4.813733732,       1.597208732
          0,           0,        1105,      -6.814208901,      -4.494919742,      -5.612020923,      -2.546378198,      -4.813978374,       1.596912584
          0,           0,        1106,      -6.814423403,      -4.495150618,      -5.612180567,      -2.546708937,      -4.814222721,       1.596617222
          0,           0,        1107,      -6.814637793,      -4.495381363,      -5.612340984,      -2.547040117,      -4.814466769,       1.596323162
          0,           0,        1108,        -6.8148521,      -4.495611952,      -5.612501578,       -2.54736963,      -4.814710525,       1.596030002
          0,           0,        1109,       -6.81506629,      -4.495842397,      -5.612661831,      -2.547699024,      -4.814954002,        1.59573726
          0,           0,        1110,      -6.815280331,      -4.496072711,      -5.612821462,      -2.548029229,      -4.815197191,       1.595444552
          0,           0,        1111,      -6.815494278,      -4.496302883,      -5.612980726,      -2.548360138,      -4.815440075,       1.595151616
          0,           0,        1112,      -6.815708186,       -4.49653291,      -5.613140055,      -2.548690675,      -4.815682669,        1.59485846
          0,           0,        1113,       -6.81592205,      -4.496762806,      -5.613299344,      -2.549020778,      -4.815924989,        1.59456537
          0,           0,        1114,      -6.816135853,      -4.496992562,       -5.61345827,      -2.549349778,      -4.816167048,       1.594272824
          0,           0,        1115,      -6.816349558,      -4.497222181,      -5.613616814,      -2.549678554,      -4.816408836,       1.593981007
          0,           0,        1116,      -6.816563151,       -4.49745168,      -5.613775118,       -2.55000784,       -4.81665036,       1.593689606
          0,           0,        1117,      -6.816776669,      -4.497681045,      -5.613933222,      -2.550336536,       -4.81689163,       1.593398359
          0,           0,        1118,      -6.816990103,      -4.497910282,      -5.614091117,      -2.550665473,      -4.817132627,       1.593107164
          0,           0,        1119,      -6.817203454,      -4.498139396,      -5.614248923,      -2.550994818,      -4.817373356,       1.592815795
          0,           0,        1120,      -6.817416765,      -4.498368375,      -5.614406483,      -2.551322879,      -4.817613837,       1.592524337
          0,           0,        1121,      -6.817630041,      -4.498597216,      -5.614561317,       -2.55165088,      -4.817854066,       1.592233127
          0,           0,        1122,      -6.817843223,       -4.49882596,      -5.614716042,      -2.551980516,       -4.81809406,       1.591942163
          0,           0,        1123,      -6.818056382,      -4.499054558,      -5.614871562,      -2.552309033,      -4.818333799,       1.591651445
          0,           0,        1124,      -6.818269482,      -4.499283031,      -5.615027533,      -2.552637798,      -4.818573275,       1.591360875
          0,           0,        1125,      -6.818482533,      -4.499511396,       -5.61518359,      -2.552967444,      -4.818812465,       1.591069975
          0,           0,        1126,      -6.818695611,      -4.499739608,      -5.615339401,      -2.553294565,      -4.819051395,        1.59077868
          0,           0,        1127,      -6.818908639,       -4.49996768,      -5.615494959,      -2.553621515,      -4.819290079,       1.590487582
          0,           0,        1128,      -6.819121542,      -4.500195621,      -5.615650283,      -2.553949236,      -4.819528512,       1.590197265
          0,           0,        1129,      -6.819334336,       -4.50042342,      -5.615805403,      -2.554276903,      -4.819766677,       1.589907859
          0,           0,        1130,      -6.819547057,      -4.500651079,      -5.615960301,      -2.554604128,        -4.8200046,       1.589619085
          0,           0,        1131,      -6.819759685,      -4.500878585,      -5.616114926,       -2.55493071,      -4.820242273,        1.58933072
          0,           0,        1132,      -6.819972155,       -4.50110596,      -5.616269407,      -2.555258562,      -4.820479714,       1.589042744
          0,           0,        1133,      -6.820184519,      -4.501333225,       -5.61642357,      -2.555587553,      -4.820716911,        1.58875518
          0,           0,        1134,      -6.820396887,      -4.501560383,      -5.616577459,      -2.555917374,      -4.820953857,       1.588467999
          0,           0,        1135,      -6.820609349,      -4.501787404,       -5.61673103,      -2.556244981,      -4.821190562,       1.588181168
          0,           0,        1136,      -6.820821823,       -4.50201426,      -5.616884323,      -2.556570146,       -4.82142702,       1.587894616
          0,           0,        1137,      -6.821034139,      -4.502240941,      -5.617037366,      -2.556896024,      -4.821663255,        1.58760841
          0,           0,        1138,      -6.821246229,      -4.502467505,      -5.617190458,      -2.557223518,      -4.821899247,        1.58732267
          0,           0,        1139,       -6.82145818,      -4.502693956,      -5.617343758,      -2.557551732,      -4.822134979,       1.587036605
          0,           0,        1140,      -6.821670137,      -4.502920239,      -5.617496967,      -2.557876998,        -4.8223705,       1.586749914
          0,           0,        1141,       -6.82188204,      -4.503146359,      -5.617649357,      -2.558200858,      -4.822605818,        1.58646343
