"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,        2199,      -7.006177261,      -4.674831374,      -5.758305326,      -2.833555734,      -5.057951593,       1.320494818
          0,           0,        2200,      -7.006331443,      -4.674953734,      -5.758451862,       -2.83377192,      -5.058073386,       1.320255836
          0,           0,        2201,      -7.006485538,      -4.675076039,      -5.758598376,      -2.833987976,      -5.058194881,       1.320017508
          0,           0,        2202,      -7.006639537,      -4.675198277,      -5.758744828,      -2.834204115,       -5.05831609,       1.319779931
          0,           0,        2203,      -7.006793444,      -4.675320461,      -5.758891255,      -2.834420852,         -5.058437,       1.319542796
          0,           0,        2204,        -7.0069473,      -4.675442595,      -5.759037695,      -2.834637052,      -5.058557615,        1.31930572
          0,           0,        2205,      -7.007101118,      -4.675564676,      -5.759184079,      -2.834852632,      -5.058677937,       1.319068586
          0,           0,        2206,      -7.007254886,        -4.6756867,      -5.759330322,      -2.835067817,      -5.058797965,       1.318831418
          0,           0,        2207,      -7.007408589,       -4.67580867,      -5.759476587,      -2.835283377,      -5.058917712,       1.318594107
          0,           0,        2208,      -7.007562211,      -4.675930585,      -5.759623019,      -2.835498606,      -5.059037171,       1.318356546
          0,           0,        2209,      -7.007715778,      -4.676052451,      -5.759769494,      -2.835714039,       -5.05915634,       1.318118865
          0,           0,        2210,      -7.007869309,      -4.676174276,      -5.759915967,      -2.835929543,      -5.059275213,       1.317881126
          0,           0,        2211,      -7.008022814,      -4.676296053,      -5.760062372,      -2.836144518,      -5.059393797,       1.317643353
          0,           0,        2212,       -7.00817628,      -4.676417768,      -5.760208733,       -2.83635822,       -5.05951209,       1.317405583
          0,           0,        2213,      -7.008329669,      -4.676539433,      -5.760355048,      -2.836571864,      -5.059630097,        1.31716786
          0,           0,        2214,      -7.008482973,       -4.67666104,      -5.760501365,      -2.836785751,      -5.059747822,       1.316930222
          0,           0,        2215,      -7.008636118,      -4.676782595,      -5.760647803,      -2.837000848,      -5.059865267,       1.316692401
          0,           0,        2216,      -7.008789162,       -4.67690411,      -5.760794855,      -2.837216106,      -5.059982426,       1.316454464
          0,           0,        2217,      -7.008942209,      -4.677025594,      -5.760941715,      -2.837431779,      -5.060099292,       1.316216717
          0,           0,        2218,      -7.009095318,      -4.677147034,      -5.761088308,      -2.837646446,      -5.060215878,       1.315979032
          0,           0,        2219,      -7.009248464,      -4.677268428,      -5.761234743,      -2.837860669,      -5.060332187,       1.315741544
          0,           0,        2220,      -7.009401596,      -4.677389793,      -5.761381227,      -2.838075474,      -5.060448208,       1.315504266
          0,           0,        2221,      -7.009554716,      -4.677511122,      -5.761527824,      -2.838289918,      -5.060563949,       1.315267152
          0,           0,        2222,      -7.009707832,      -4.677632413,      -5.761674438,      -2.838504053,       -5.06067941,       1.315030248
          0,           0,        2223,      -7.009860933,      -4.677753661,      -5.761821083,      -2.838717967,      -5.060794593,       1.314793573
          0,           0,        2224,      -7.010014009,      -4.677874866,      -5.761967773,      -2.838931813,        -5.0609095,       1.314557083
          0,           0,        2225,      -7.010167052,      -4.677996026,      -5.762114508,      -2.839145788,      -5.061024135,       1.314320706
          0,           0,        2226,      -7.010320069,      -4.678117145,      -5.762261275,       -2.83935963,      -5.061138498,       1.314084298
          0,           0,        2227,      -7.010473011,      -4.678238172,      -5.762408094,      -2.839570017,      -5.061252515,       1.313847209
          0,           0,        2228,      -7.010625872,       -4.67835911,       -5.76255496,      -2.839775136,      -5.061366153,       1.313608605
          0,           0,        2229,      -7.010778643,      -4.678479996,      -5.762701333,      -2.839982367,      -5.061479453,        1.31336893
          0,           0,        2230,      -7.010931339,      -4.678600836,      -5.762847496,      -2.840192036,      -5.061592431,       1.313129413
          0,           0,        2231,      -7.011084001,      -4.678721636,      -5.762993817,      -2.840402936,      -5.061705102,       1.312890827
          0,           0,        2232,      -7.011236662,      -4.678842376,      -5.763140324,      -2.840613155,       -5.06181746,       1.312653256
          0,           0,        2233,      -7.011389321,      -4.678962972,      -5.763286918,      -2.840824017,      -5.061929522,       1.312416446
          0,           0,        2234,      -7.011542016,      -4.679083548,      -5.763433594,      -2.841035101,      -5.062041287,       1.312180263
          0,           0,        2235,      -7.011694717,      -4.679204274,      -5.763580286,      -2.841247047,      -5.062152743,       1.311944454
          0,           0,        2236,      -7.011847416,      -4.679325092,      -5.763726996,      -2.841458736,        -5.0622639,       1.311708861
          0,           0,        2237,      -7.012000137,       -4.67944597,      -5.763873675,      -2.841670291,      -5.062374761,       1.311473516
          0,           0,        2238,       -7.01215284,      -4.679566877,      -5.764020379,      -2.841882118,      -5.062485326,       1.311238401
          0,           0,        2239,      -7.012305487,      -4.679687804,      -5.764167141,      -2.842094194,      -5.062595599,       1.311003483
          0,           0,        2240,      -7.012458112,       -4.67980874,      -5.764313882,      -2.842307237,      -5.062705589,       1.310768803
          0,           0,        2241,      -7.012610746,      -4.679929669,      -5.764460644,      -2.842520655,      -5.062815297,       1.310534325
          0,           0,        2242,      -7.012763406,       -4.68005058,      -5.764607429,      -2.842733386,      -5.062924714,       1.310299723
          0,           0,        2243,      -7.012916097,      -4.680171457,      -5.764754171,      -2.842944762,      -5.063033836,       1.310064733
          0,           0,        2244,      -7.013068772,      -4.680292301,       -5.76490088,      -2.843156197,      -5.063142672,        1.30982948
          0,           0,        2245,      -7.013221384,      -4.680413114,      -5.765047618,      -2.843370103,      -5.063251228,       1.309594146
          0,           0,        2246,      -7.013373961,      -4.680533882,      -5.765194464,      -2.843585831,      -5.063359504,       1.309358486
          0,           0,        2247,      -7.013526452,      -4.680654623,      -5.765341728,      -2.843801865,      -5.063467493,       1.309121944
          0,           0,        2248,      -7.013678952,      -4.680775307,      -5.765489303,      -2.844015029,      -5.063575197,       1.308884585
          0,           0,        2249,      -7.013831512,      -4.680895936,      -5.765636558,      -2.844225635,      -5.063682602,       1.308646862
          0,           0,        2250,      -7.013984046,      -4.681016508,      -5.765783539,      -2.844435916,      -5.063789732,       1.308409219
          0,           0,        2251,      -7.014136507,      -4.681137043,      -5.765930307,      -2.844647977,      -5.063896588,        1.30817206
          0,           0,        2252,      -7.014288889,      -4.681257533,      -5.766077243,      -2.844860654,       -5.06400317,       1.307935265
          0,           0,        2253,      -7.014441184,      -4.681377981,      -5.766224329,      -2.845073606,      -5.064109477,       1.307698546
          0,           0,        2254,       -7.01459346,      -4.681498368,      -5.766370921,      -2.845281727,      -5.064215509,       1.307461478
          0,           0,        2255,      -7.014745729,      -4.681618701,      -5.766518038,      -2.845492437,      -5.064321271,       1.307223883
          0,           0,        2256,      -7.014897876,      -4.681738966,       -5.76666558,      -2.845704772,      -5.064426765,       1.306986042
          0,           0,        2257,      -7.015049845,      -4.681859193,      -5.766812771,      -2.845918895,      -5.064531977,       1.306747942
          0,           0,        2258,      -7.015201735,      -4.681979377,      -5.766959846,      -2.846132939,      -5.064636921,       1.306509632
          0,           0,        2259,      -7.015353643,      -4.682099507,       -5.76710703,      -2.846346194,      -5.064741594,       1.306271244
          0,           0,        2260,      -7.015505544,      -4.682219592,      -5.767254431,      -2.846558553,      -5.064845983,       1.306032861
          0,           0,        2261,      -7.015657441,       -4.68233965,       -5.76740196,      -2.846771422,      -5.064950101,       1.305794569
          0,           0,        2262,      -7.015809381,      -4.682459655,      -5.767549624,      -2.846983347,      -5.065053947,       1.305556319
          0,           0,        2263,      -7.015961281,      -4.682579606,      -5.767697309,      -2.847194343,      -5.065157526,       1.305318033
          0,           0,        2264,      -7.016113105,      -4.682699513,      -5.767844651,      -2.847405851,      -5.065260844,       1.305079991
          0,           0,        2265,      -7.016264858,      -4.682819368,      -5.767991863,      -2.847618358,      -5.065363898,       1.304842239
          0,           0,        2266,      -7.016416541,      -4.682939169,      -5.768139462,      -2.847831259,      -5.065466691,       1.304604535
          0,           0,        2267,      -7.016568115,      -4.683058925,      -5.768287465,      -2.848043336,      -5.065569167,       1.304366078
          0,           0,        2268,      -7.016719617,       -4.68317863,      -5.768435329,        -2.8482503,      -5.065671281,       1.304125906
          0,           0,        2269,      -7.016870995,      -4.683298298,      -5.768582354,      -2.848458873,      -5.065773076,       1.303884888
          0,           0,        2270,      -7.017022247,      -4.683417928,      -5.768729065,      -2.848671306,      -5.065874553,       1.303644907
          0,           0,        2271,      -7.017173462,      -4.683537536,      -5.768876225,      -2.848886806,      -5.065975732,       1.303406154
          0,           0,        2272,      -7.017324753,      -4.683657113,      -5.769023866,      -2.849101839,      -5.066076621,       1.303168014
          0,           0,        2273,      -7.017476152,      -4.683776655,      -5.769171687,      -2.849315111,      -5.066177217,       1.302930419
          0,           0,        2274,      -7.017627564,       -4.68389616,      -5.769319507,      -2.849527839,      -5.066277527,       1.302693245
          0,           0,        2275,      -7.017778938,      -4.684015619,      -5.769467127,      -2.849739367,      -5.066377544,       1.302456066
          0,           0,        2276,       -7.01793028,      -4.684135044,      -5.769614842,      -2.849951288,      -5.066477278,       1.302218858
          0,           0,        2277,      -7.018081591,      -4.684254436,      -5.769762757,      -2.850163927,      -5.066576726,       1.301981696
          0,           0,        2278,      -7.018232892,      -4.684373797,      -5.769910815,      -2.850376547,        -5.0666759,       1.301744557
          0,           0,        2279,      -7.018384206,      -4.684493127,      -5.770058889,      -2.850589119,      -5.066774801,       1.301507486
          0,           0,        2280,      -7.018535536,      -4.684612423,       -5.77020701,      -2.850800974,      -5.066873429,       1.301270495
          0,           0,        2281,      -7.018686861,      -4.684731688,      -5.770355135,      -2.851013503,      -5.066971784,       1.301033653
          0,           0,        2282,      -7.018838182,      -4.684850924,      -5.770503357,      -2.851226405,      -5.067069862,       1.300796999
          0,           0,        2283,      -7.018989527,      -4.684970125,      -5.770651665,      -2.851438591,      -5.067167673,       1.300560453
          0,           0,        2284,      -7.019140881,      -4.685089292,      -5.770799985,      -2.851649896,      -5.067265215,       1.300323943
          0,           0,        2285,      -7.019292213,      -4.685208425,      -5.770948269,      -2.851861495,      -5.067362495,       1.300087554
          0,           0,        2286,      -7.019443512,      -4.685327524,      -5.771096584,        -2.8520735,      -5.067459513,       1.299851418
          0,           0,        2287,      -7.019594795,       -4.68544659,      -5.771244955,      -2.852285492,      -5.067556267,       1.299615436
          0,           0,        2288,      -7.019746073,      -4.685565617,      -5.771393342,      -2.852497159,      -5.067652762,        1.29937943
          0,           0,        2289,      -7.019897326,      -4.685684609,      -5.771541735,       -2.85270861,      -5.067749002,       1.299143302
          0,           0,        2290,      -7.020048562,      -4.685803568,      -5.771690104,      -2.852919809,      -5.067844975,       1.298906936
          0,           0,        2291,      -7.020199786,      -4.685922519,      -5.771838426,      -2.853132254,      -5.067940689,       1.298670243
          0,           0,        2292,      -7.020351132,      -4.686041444,      -5.771986662,      -2.853344539,      -5.068036136,       1.298433402
          0,           0,        2293,       -7.02050253,      -4.686160334,      -5.772134921,      -2.853556167,      -5.068131325,       1.298196641
          0,           0,        2294,      -7.020653921,      -4.686279184,      -5.772283181,      -2.853767489,      -5.068226262,       1.297960061
          0,           0,        2295,      -7.020805275,      -4.686397995,      -5.772431499,      -2.853978622,      -5.068320947,       1.297723686
          0,           0,        2296,      -7.020956578,      -4.686516764,      -5.772579833,       -2.85418967,      -5.068415379,       1.297487533
          0,           0,        2297,      -7.021107826,      -4.686635489,      -5.772728136,      -2.854400678,      -5.068509564,       1.297251621
          0,           0,        2298,      -7.021259019,      -4.686754173,      -5.772876418,      -2.854611728,      -5.068603499,       1.297015894
          0,           0,        2299,      -7.021410171,      -4.686872808,      -5.773024688,      -2.854821895,      -5.068697172,       1.296780122
          0,           0,        2300,      -7.021561257,      -4.686991392,      -5.773172968,      -2.855032038,      -5.068790599,        1.29654417
          0,           0,        2301,      -7.021712259,      -4.687109915,      -5.773321267,      -2.855241698,      -5.068883769,       1.296308065
          0,           0,        2302,      -7.021863187,      -4.687228388,      -5.773469559,      -2.855451524,      -5.068976689,       1.296071808
          0,           0,        2303,      -7.022014052,      -4.687346774,      -5.773617784,        -2.8556618,       -5.06906937,       1.295835648
          0,           0,        2304,      -7.022164789,      -4.687464979,      -5.773766118,      -2.855871684,      -5.069161825,       1.295599624
          0,           0,        2305,      -7.022315272,      -4.687583134,      -5.773914573,      -2.856082278,      -5.069254037,        1.29536367
          0,           0,        2306,      -7.022465639,      -4.687701301,      -5.774062966,       -2.85629359,      -5.069346008,       1.295127918
          0,           0,        2307,      -7.022616108,      -4.687819511,      -5.774211286,      -2.856505966,      -5.069437696,       1.294892144
          0,           0,        2308,       -7.02276684,      -4.687937795,      -5.774359962,      -2.856715776,      -5.069529038,       1.294655311
          0,           0,        2309,      -7.022917989,      -4.688056131,       -5.77450879,      -2.856922821,      -5.069620076,       1.294417068
          0,           0,        2310,      -7.023069427,      -4.688174503,      -5.774657198,      -2.857128887,      -5.069710827,       1.294178706
          0,           0,        2311,      -7.023220959,      -4.688292903,      -5.774805338,      -2.857335776,      -5.069801303,       1.293941554
          0,           0,        2312,      -7.023372477,      -4.688411322,      -5.774953464,      -2.857543824,      -5.069891503,       1.293705937
          0,           0,        2313,      -7.023523956,       -4.68852975,      -5.775101684,      -2.857752216,      -5.069981432,       1.293471299
          0,           0,        2314,      -7.023675384,      -4.688648187,      -5.775249892,      -2.857961211,      -5.070071095,       1.293237009
          0,           0,        2315,      -7.023826785,      -4.688766629,      -5.775398194,      -2.858171181,      -5.070160492,       1.293002702
          0,           0,        2316,      -7.023978196,      -4.688885077,      -5.775546757,      -2.858381401,      -5.070249616,       1.292768116
          0,           0,        2317,      -7.024129672,      -4.689003524,      -5.775695297,      -2.858589696,      -5.070338465,       1.292533092
          0,           0,        2318,      -7.024281188,      -4.689121944,      -5.775843741,      -2.858795925,       -5.07042705,       1.292297748
          0,           0,        2319,      -7.024432568,      -4.689240352,      -5.775992494,      -2.859003329,      -5.070515383,        1.29206245
          0,           0,        2320,      -7.024583796,      -4.689358745,      -5.776142055,      -2.859213119,      -5.070603463,       1.291827338
          0,           0,        2321,      -7.024734973,      -4.689477151,      -5.776291427,      -2.859420679,      -5.070691289,       1.291592036
          0,           0,        2322,       -7.02488624,      -4.689595533,      -5.776439345,       -2.85962861,      -5.070778869,       1.291356214
          0,           0,        2323,      -7.025037552,      -4.689713882,      -5.776587144,      -2.859836922,      -5.070866198,       1.291120095
          0,           0,        2324,      -7.025188812,      -4.689832207,      -5.776735156,       -2.86004596,      -5.070953279,       1.290883845
          0,           0,        2325,      -7.025339995,      -4.689950507,      -5.776883641,      -2.860255156,      -5.071040111,       1.290647445
          0,           0,        2326,      -7.025491132,      -4.690068784,      -5.777032447,      -2.860464176,      -5.071126701,       1.290410852
          0,           0,        2327,      -7.025642261,      -4.690187035,      -5.777181357,       -2.86067279,      -5.071213049,        1.29017426
          0,           0,        2328,      -7.025793366,      -4.690305263,      -5.777330311,      -2.860881992,      -5.071299151,       1.289937767
          0,           0,        2329,      -7.025944437,      -4.690423479,      -5.777479318,       -2.86109199,      -5.071385018,       1.289701155
          0,           0,        2330,      -7.026095564,      -4.690541673,       -5.77762862,      -2.861301139,      -5.071470642,       1.289464202
          0,           0,        2331,      -7.026246764,      -4.690659841,      -5.777777816,      -2.861509835,       -5.07155601,       1.289226818
          0,           0,        2332,      -7.026397996,      -4.690777977,      -5.777926981,      -2.861717664,      -5.071641133,       1.288989099
          0,           0,        2333,      -7.026549207,      -4.690896071,      -5.778076062,      -2.861924474,      -5.071726013,       1.288751415
          0,           0,        2334,      -7.026700329,      -4.691014128,      -5.778225061,      -2.862131991,      -5.071810663,       1.288514267
          0,           0,        2335,      -7.026851337,      -4.691132149,      -5.778374091,      -2.862340452,      -5.071895083,       1.288277921
          0,           0,        2336,       -7.02700226,      -4.691250139,      -5.778523267,      -2.862549475,      -5.071979269,       1.288042065
          0,           0,        2337,      -7.027153148,      -4.691368099,      -5.778672589,      -2.862758283,      -5.072063222,       1.287806285
          0,           0,        2338,      -7.027304017,      -4.691486022,      -5.778821962,      -2.862966496,      -5.072146945,       1.287570491
          0,           0,        2339,      -7.027454846,      -4.691603911,      -5.778971266,      -2.863174531,      -5.072230443,        1.28733484
          0,           0,        2340,      -7.027605628,      -4.691721766,      -5.779120513,      -2.863382585,      -5.072313717,       1.287099412
          0,           0,        2341,      -7.027756377,      -4.691839586,      -5.779269752,       -2.86359057,       -5.07239677,       1.286864188
          0,           0,        2342,      -7.027907086,      -4.691957371,      -5.779419014,      -2.863798542,      -5.072479598,       1.286629099
          0,           0,        2343,      -7.028057737,      -4.692075121,      -5.779568328,      -2.864006577,      -5.072562189,       1.286393792
          0,           0,        2344,      -7.028208354,      -4.692192836,      -5.779717721,       -2.86421399,      -5.072644554,       1.286158131
          0,           0,        2345,      -7.028358936,      -4.692310573,      -5.779867049,       -2.86442484,      -5.072726671,       1.285922429
          0,           0,        2346,      -7.028509561,      -4.692428472,      -5.780016534,      -2.864641028,      -5.072808467,       1.285686246
          0,           0,        2347,      -7.028660497,      -4.692546419,      -5.780165865,      -2.864855994,      -5.072889985,       1.285448958
          0,           0,        2348,        -7.0288118,       -4.69266435,      -5.780314818,       -2.86506843,      -5.072971246,       1.285210895
          0,           0,        2349,      -7.028963168,      -4.692782251,      -5.780463891,      -2.865279203,      -5.073052256,       1.284972946
          0,           0,        2350,       -7.02911437,      -4.692900141,      -5.780613198,      -2.865490389,      -5.073133016,       1.284735883
          0,           0,        2351,      -7.029265524,       -4.69301801,      -5.780762526,      -2.865701405,      -5.073213532,       1.284499903
          0,           0,        2352,       -7.02941675,      -4.693135845,      -5.780911928,      -2.865912483,       -5.07329381,       1.284264711
          0,           0,        2353,      -7.029568043,      -4.693253655,      -5.781061578,      -2.866123555,      -5.073373849,       1.284029815
          0,           0,        2354,      -7.029719358,      -4.693371433,       -5.78121139,      -2.866333715,      -5.073453651,       1.283794871
          0,           0,        2355,      -7.029870631,      -4.693489176,      -5.781361096,      -2.866543435,      -5.073533215,       1.283559815
          0,           0,        2356,      -7.030021807,      -4.693606857,       -5.78151068,      -2.866753583,      -5.073612552,       1.283324642
          0,           0,        2357,      -7.030172838,      -4.693724509,      -5.781660371,      -2.866963157,      -5.073691654,       1.283089366
          0,           0,        2358,       -7.03032378,      -4.693842111,      -5.781809876,      -2.867171791,      -5.073770532,       1.282854038
          0,           0,        2359,      -7.030474682,      -4.693959694,      -5.781959375,      -2.867381978,      -5.073849162,       1.282618502
          0,           0,        2360,      -7.030625623,      -4.694077226,      -5.782109114,      -2.867590008,      -5.073927573,       1.282382794
          0,           0,        2361,      -7.030776563,      -4.694194705,      -5.782258809,      -2.867797137,      -5.074005768,       1.282147427
          0,           0,        2362,      -7.030927427,       -4.69431214,      -5.782408579,      -2.868004445,      -5.074083753,       1.281912555
          0,           0,        2363,      -7.031078268,      -4.694429528,      -5.782558554,      -2.868211936,      -5.074161523,       1.281677925
          0,           0,        2364,      -7.031229065,      -4.694546831,      -5.782708552,      -2.868419529,      -5.074239083,       1.281443152
          0,           0,        2365,      -7.031379769,      -4.694664072,      -5.782858503,      -2.868626729,      -5.074316434,       1.281208055
          0,           0,        2366,      -7.031530396,      -4.694781305,      -5.783008368,      -2.868834127,      -5.074393567,       1.280972738
          0,           0,        2367,      -7.031681016,      -4.694898529,      -5.783158163,      -2.869041028,      -5.074470488,       1.280737413
          0,           0,        2368,      -7.031831647,      -4.695015726,      -5.783307949,      -2.869246971,      -5.074547201,       1.280502272
          0,           0,        2369,      -7.031982248,      -4.695132914,      -5.783457695,      -2.869452965,      -5.074623702,       1.280267454
          0,           0,        2370,      -7.032132755,       -4.69525009,      -5.783607545,      -2.869659702,      -5.074699988,       1.280032844
          0,           0,        2371,      -7.032283181,      -4.695367247,      -5.783757477,      -2.869868002,      -5.074776059,       1.279798004
          0,           0,        2372,      -7.032433594,      -4.695484384,       -5.78390729,      -2.870075728,      -5.074851927,       1.279562787
          0,           0,        2373,      -7.032584015,       -4.69560151,      -5.784057063,      -2.870282837,       -5.07492759,       1.279327375
          0,           0,        2374,      -7.032734446,      -4.695718614,      -5.784206953,      -2.870489343,      -5.075003052,       1.279091997
          0,           0,        2375,      -7.032884869,      -4.695835688,      -5.784356917,      -2.870695762,      -5.075078311,       1.278856872
          0,           0,        2376,      -7.033035222,       -4.69595278,      -5.784506975,      -2.870903821,      -5.075153359,       1.278621766
          0,           0,        2377,        -7.0331857,      -4.696069851,      -5.784656919,       -2.87111062,      -5.075228208,         1.2783866
          0,           0,        2378,      -7.033336203,      -4.696186897,      -5.784806883,      -2.871317489,      -5.075302861,       1.278151686
          0,           0,        2379,       -7.03348668,      -4.696303916,      -5.784956779,      -2.871524209,      -5.075377318,       1.277916947
          0,           0,        2380,      -7.033637129,      -4.696420911,      -5.785106657,      -2.871730916,      -5.075451578,       1.277682284
          0,           0,        2381,      -7.033787552,       -4.69653779,       -5.78525657,       -2.87193172,      -5.075525582,       1.277447116
          0,           0,        2382,      -7.033937861,       -4.69665456,      -5.785406396,      -2.872125434,      -5.075599301,       1.277210618
          0,           0,        2383,      -7.034087941,      -4.696771286,      -5.785555604,      -2.872321916,      -5.075672773,       1.276973087
          0,           0,        2384,      -7.034237843,      -4.696887981,      -5.785704604,      -2.872522358,      -5.075746018,       1.276735473
          0,           0,        2385,      -7.034387671,       -4.69700466,      -5.785853927,      -2.872724202,      -5.075819024,       1.276498135
          0,           0,        2386,      -7.034537492,      -4.697121328,      -5.786003547,      -2.872926703,      -5.075891804,       1.276261269
          0,           0,        2387,      -7.034687354,      -4.697237997,      -5.786153218,      -2.873129991,      -5.075964369,       1.276025281
          0,           0,        2388,      -7.034837262,      -4.697354666,      -5.786302911,       -2.87333365,      -5.076036722,       1.275790171
          0,           0,        2389,      -7.034987215,      -4.697471323,      -5.786452667,      -2.873536999,      -5.076108862,       1.275555606
          0,           0,        2390,      -7.035137195,      -4.697587969,      -5.786602649,      -2.873742033,       -5.07618079,       1.275321218
          0,           0,        2391,      -7.035287201,      -4.697704609,      -5.786752679,      -2.873947739,      -5.076252513,       1.275086693
          0,           0,        2392,      -7.035437253,      -4.697821243,      -5.786902549,      -2.874152263,      -5.076324033,        1.27485196
          0,           0,        2393,      -7.035587352,      -4.697937859,      -5.787052404,      -2.874355813,      -5.076395346,       1.274616986
          0,           0,        2394,      -7.035737466,       -4.69805447,      -5.787202431,      -2.874560588,      -5.076466463,       1.274381771
          0,           0,        2395,      -7.035887591,      -4.698171062,        -5.7873527,      -2.874765692,       -5.07653738,       1.274146386
          0,           0,        2396,      -7.036037726,      -4.698287652,      -5.787503169,      -2.874970793,      -5.076608101,       1.273910766
          0,           0,        2397,      -7.036187892,      -4.698404267,      -5.787653654,      -2.875177298,      -5.076678634,       1.273674793
          0,           0,        2398,      -7.036338235,       -4.69852091,      -5.787804078,      -2.875386617,      -5.076748964,       1.273438426
          0,           0,        2399,      -7.036488881,      -4.698637532,      -5.787954723,      -2.875593733,      -5.076819093,       1.273201864
          0,           0,        2400,      -7.036639611,      -4.698754117,       -5.78810564,      -2.875798521,      -5.076889026,        1.27296534
          0,           0,        2401,      -7.036790262,      -4.698870689,      -5.788256534,      -2.876003909,      -5.076958775,        1.27272905
          0,           0,        2402,      -7.036940836,      -4.698987239,      -5.788407289,      -2.876209954,      -5.077028341,        1.27249315
          0,           0,        2403,      -7.037091379,      -4.699103767,      -5.788557938,       -2.87641612,      -5.077097725,       1.272257635
          0,           0,        2404,      -7.037241902,      -4.699220272,      -5.788708532,      -2.876622113,      -5.077166928,       1.272022423
          0,           0,        2405,      -7.037392394,      -4.699336753,      -5.788859123,         -2.876828,      -5.077235951,       1.271787395
          0,           0,        2406,      -7.037542845,      -4.699453209,      -5.789009742,      -2.877033844,      -5.077304795,       1.271552483
          0,           0,        2407,      -7.037693246,      -4.699569631,      -5.789160414,      -2.877238237,      -5.077373456,       1.271317528
          0,           0,        2408,      -7.037843566,      -4.699686008,      -5.789311107,      -2.877439368,      -5.077441941,       1.271082334
          0,           0,        2409,      -7.037993737,      -4.699802367,      -5.789461354,      -2.877644032,      -5.077510254,       1.270846954
          0,           0,        2410,       -7.03814378,      -4.699918721,      -5.789611889,      -2.877850591,      -5.077578397,       1.270611571
          0,           0,        2411,      -7.038293787,      -4.700035068,      -5.789762732,      -2.878057211,      -5.077646369,       1.270376413
          0,           0,        2412,      -7.038443827,      -4.700151414,      -5.789913696,      -2.878262256,      -5.077714165,       1.270141469
          0,           0,        2413,      -7.038593885,      -4.700267793,      -5.790064571,      -2.878467695,        -5.0777818,       1.269906636
          0,           0,        2414,      -7.038743953,      -4.700384198,       -5.79021539,      -2.878673987,      -5.077849267,       1.269671856
          0,           0,        2415,      -7.038894061,      -4.700500572,      -5.790366231,      -2.878879889,      -5.077916554,       1.269436911
          0,           0,        2416,       -7.03904415,      -4.700616917,      -5.790517118,      -2.879085574,      -5.077983666,       1.269201744
          0,           0,        2417,      -7.039194166,      -4.700733218,      -5.790668009,      -2.879291106,      -5.078050613,       1.268966692
          0,           0,        2418,      -7.039344111,      -4.700849473,      -5.790818934,      -2.879496856,      -5.078117387,       1.268731997
          0,           0,        2419,      -7.039494016,      -4.700965683,      -5.790969994,      -2.879700851,      -5.078183985,       1.268497375
          0,           0,        2420,      -7.039643891,      -4.701081861,      -5.791121051,      -2.879905295,      -5.078250423,       1.268262724
          0,           0,        2421,      -7.039793739,      -4.701197985,      -5.791272052,      -2.880109128,      -5.078316667,       1.268027847
          0,           0,        2422,      -7.039943542,      -4.701314027,      -5.791422923,      -2.880306545,      -5.078382662,       1.267791629
          0,           0,        2423,      -7.040093188,      -4.701430027,      -5.791572919,      -2.880505082,      -5.078448447,        1.26755429
          0,           0,        2424,       -7.04024263,      -4.701546007,      -5.791722639,      -2.880709442,      -5.078514036,       1.267317623
          0,           0,        2425,      -7.040391997,       -4.70166198,      -5.791872812,      -2.880917137,      -5.078579432,       1.267082287
          0,           0,        2426,      -7.040541434,      -4.701777934,      -5.792023479,       -2.88112435,      -5.078644642,       1.266847933
          0,           0,        2427,      -7.040690977,      -4.701893878,       -5.79217432,      -2.881330879,      -5.078709674,       1.266614145
          0,           0,        2428,      -7.040840595,      -4.702009807,      -5.792325251,      -2.881536678,      -5.078774528,        1.26638075
          0,           0,        2429,      -7.040990249,      -4.702125727,      -5.792476272,      -2.881742341,      -5.078839204,       1.266147595
          0,           0,        2430,      -7.041139928,      -4.702241649,      -5.792627291,      -2.881948906,      -5.078903706,       1.265914447
          0,           0,        2431,      -7.041289703,      -4.702357559,      -5.792778369,      -2.882154399,      -5.078968037,       1.265681179
          0,           0,        2432,      -7.041439554,      -4.702473458,      -5.792929519,      -2.882359614,        -5.0790322,       1.265447864
          0,           0,        2433,      -7.041589425,      -4.702589339,      -5.793080706,      -2.882564584,      -5.079096196,       1.265214558
          0,           0,        2434,      -7.041739272,      -4.702705183,        -5.7932319,      -2.882767804,      -5.079160014,       1.264981007
          0,           0,        2435,      -7.041889043,       -4.70282101,      -5.793382969,      -2.882971241,      -5.079223657,       1.264747089
          0,           0,        2436,      -7.042038741,      -4.702936824,      -5.793533845,      -2.883176241,      -5.079287141,       1.264513175
          0,           0,        2437,      -7.042188435,       -4.70305262,      -5.793684953,      -2.883381515,      -5.079350464,       1.264279452
          0,           0,        2438,      -7.042338145,      -4.703168398,      -5.793836112,       -2.88358715,      -5.079413635,       1.264045919
          0,           0,        2439,      -7.042487826,      -4.703284161,      -5.793987469,      -2.883792883,      -5.079476649,       1.263812544
          0,           0,        2440,      -7.042637534,       -4.70339991,      -5.794138823,      -2.883998402,       -5.07953951,       1.263579307
          0,           0,        2441,      -7.042787288,      -4.703515623,      -5.794290113,      -2.884202085,      -5.079602213,       1.263345912
